('ECG', 1746699975263499000, [6616, 7243, 7650, 7623, 7723, 7852, 7818, 7788, 7796, 7735, 7669, 7655, 7693, 7708, 7299, 6421, 6005, 6516, 6966, 6832, 6710, 6696, 6547, 6401, 6328, 6212, 6090, 6007, 5893, 5757, 5657, 5572, 5474, 5372, 5272, 5175, 5070, 4951, 4822, 4681, 4530, 4379, 4221, 4046, 3871, 3715, 3567, 3440, 3333, 3221, 3119, 3034, 2939, 2844, 2759, 2674, 2581, 2486, 2399, 2311, 2216, 2121, 2039, 1949, 1854, 1766, 1686, 1601, 1513, 1430, 1352, 1275, 1192])
('ECG', 1746699975825192962, [1114, 1053, 997, 936, 873, 805, 722, 625, 532, 472, 418, 355, 294, 236, 182, 184, 323, 413, -19, -895, -1182, -525, -75, -197, -221, -163, -240, -304, -309, -347, -394, -416, -440, -467, -486, -506, -523, -535, -549, -566, -598, -642, -693, -751, -820, -888, -963, -1053, -1146, -1219, -1275, -1316, -1348, -1367, -1379, -1386, -1394, -1399, -1403, -1413, -1428, -1435, -1445, -1462, -1476, -1486, -1501, -1525, -1547, -1542, -1535, -1559, -1574])
('ECG', 1746699976386912356, [-1564, -1574, -1598, -1596, -1593, -1608, -1620, -1615, -1591, -1581, -1591, -1593, -1613, -1657, -1676, -1664, -1661, -1674, -1671, -1661, -1654, -1545, -1287, -1226, -1810, -2613, -2525, -1751, -1494, -1603, -1491, -1406, -1457, -1457, -1423, -1416, -1394, -1365, -1340, -1279, -1199, -1148, -1126, -1092, -1058, -1051, -1043, -1051, -1092, -1124, -1124, -1155, -1214, -1267, -1323, -1372, -1391, -1389, -1391, -1396, -1372, -1340, -1313, -1299, -1296, -1284, -1270, -1262, -1257, -1250, -1240, -1240, -1243])
('ECG', 1746699976948631750, [-1226, -1219, -1231, -1231, -1204, -1180, -1182, -1202, -1194, -1160, -1146, -1170, -1182, -1160, -1148, -1133, -1097, -1102, -1131, -1138, -1158, -1165, -1143, -1136, -1150, -1136, -1114, -1097, -961, -800, -1073, -1795, -2104, -1515, -958, -973, -973, -858, -883, -905, -856, -854, -868, -844, -820, -815, -807, -785, -764, -747, -729, -710, -700, -717, -737, -744, -768, -807, -849, -897, -941, -978, -1024, -1051, -1063, -1068, -1058, -1039, -1029, -1029, -1019, -1004, -997])
('ECG', 1746699977510320626, [-995, -992, -983, -975, -983, -985, -973, -968, -973, -978, -975, -970, -968, -968, -963, -968, -985, -975, -946, -939, -929, -917, -924, -944, -966, -975, -970, -975, -970, -951, -946, -941, -851, -647, -661, -1253, -1914, -1715, -1024, -839, -878, -722, -674, -727, -705, -678, -688, -683, -671, -656, -639, -622, -598, -583, -586, -569, -549, -554, -564, -581, -613, -644, -686, -732, -783, -841, -883, -893, -912, -944, -941, -910, -893])
('ECG', 1746699978072040020, [-880, -844, -822, -820, -802, -783, -793, -790, -756, -747, -759, -749, -734, -729, -717, -710, -717, -712, -708, -715, -698, -676, -671, -649, -630, -637, -659, -681, -671, -649, -652, -664, -656, -649, -644, -515, -289, -389, -1051, -1596, -1248, -613, -503, -515, -389, -386, -423, -384, -369, -379, -360, -333, -328, -328, -311, -282, -257, -236, -211, -187, -184, -206, -228, -238, -262, -333, -396, -401, -418, -472, -484, -435, -391])
('ECG', 1746699978633728898, [-386, -394, -411, -394, -345, -347, -384, -382, -340, -282, -248, -248, -253, -255, -265, -282, -282, -270, -279, -294, -294, -274, -238, -248, -284, -260, -221, -243, -294, -333, -326, -309, -318, -321, -326, -330, -318, -233, -53, -80, -576, -1146, -1041, -469, -287, -294, -133, -121, -218, -194, -155, -158, -128, -107, -124, -121, -90, -80, -77, -58, -38, -41, -46, -43, -63, -107, -143, -192, -260, -316, -357, -396, -420])
('ECG', 1746699979195448292, [-418, -428, -450, -442, -420, -425, -442, -450, -447, -437, -435, -442, -452, -457, -462, -481, -484, -457, -442, -464, -491, -498, -486, -469, -467, -464, -442, -430, -440, -464, -501, -508, -481, -472, -474, -457, -455, -445, -326, -175, -364, -1009, -1440, -1046, -455, -347, -352, -238, -214, -260, -282, -245, -145, -116, -155, -133, -87, -80, -63, -21, 12, 34, 55, 53, 24, 2, -2, -29, -92, -165, -238, -284, -304])
('ECG', 1746699979757137168, [-328, -355, -357, -350, -352, -347, -330, -309, -282, -262, -257, -253, -255, -255, -253, -257, -270, -277, -279, -287, -289, -287, -299, -306, -289, -262, -231, -216, -187, -153, -177, -209, -211, -223, -231, -231, -233, -223, -209, -209, -163, 34, 197, -72, -744, -1021, -510, -109, -165, -116, 7, -2, -19, 4, 14, 24, 43, 53, 68, 77, 75, 109, 158, 177, 182, 187, 172, 153, 128, 97, 60, 0, -82])
('ECG', 1746699980318856562, [-143, -180, -218, -260, -267, -253, -262, -277, -270, -260, -257, -250, -248, -255, -262, -248, -226, -236, -253, -248, -255, -272, -262, -248, -262, -274, -267, -270, -272, -267, -260, -236, -236, -260, -282, -309, -328, -318, -291, -289, -318, -343, -330, -206, -12, -90, -618, -1068, -798, -287, -226, -255, -133, -114, -145, -116, -104, -119, -107, -92, -99, -92, -55, -26, -21, 4, 46, 36, 21, 26, 24, 2, -48])
