('ECG', 1756478873771771000, [6109, 6837, 6955, 7657, 7887, 7793, 7973, 8062, 7942, 7918, 7911, 7803, 7700, 7654, 7604, 7501, 7376, 7340, 7314, 7158, 7038, 7005, 6878, 6734, 6660, 6590, 6516, 6420, 6300, 6214, 6164, 6125, 6063, 5943, 5833, 5754, 5675, 5603, 5524, 5416, 5315, 5260, 5193, 5088, 4997, 4898, 4884, 5164, 5610, 5744, 5066, 4088, 4033, 4452, 4328, 4115, 4179, 4155, 4014, 3964, 3935, 3863, 3801, 3745, 3686, 3638, 3575, 3501, 3446, 3393, 3304, 3223, 3165])
('ECG', 1756478874333551430, [3089, 3002, 2931, 2856, 2787, 2717, 2641, 2569, 2511, 2442, 2360, 2310, 2255, 2168, 2104, 2056, 1991, 1929, 1878, 1819, 1749, 1692, 1644, 1584, 1526, 1481, 1414, 1344, 1286, 1227, 1174, 1131, 1071, 1004, 949, 903, 857, 802, 752, 704, 654, 613, 570, 517, 469, 431, 395, 354, 316, 273, 232, 196, 158, 119, 86, 47, 2, -35, -55, -74, -105, -134, -162, -215, -273, -299, -323, -359, -378, -409, -491, -560, -448])
('ECG', 1756478874895362378, [-43, 414, 424, -361, -1136, -932, -560, -726, -810, -690, -721, -793, -742, -714, -759, -771, -764, -798, -817, -805, -798, -795, -810, -841, -862, -877, -905, -939, -958, -973, -994, -1016, -1028, -1032, -1040, -1066, -1092, -1114, -1143, -1155, -1145, -1112, -1090, -1138, -1155, -1121, -1136, -1171, -1167, -1164, -1179, -1181, -1179, -1188, -1200, -1203, -1203, -1212, -1222, -1231, -1231, -1210, -1195, -1212, -1224, -1210, -1203, -1205, -1191, -1186, -1198, -1188, -1176])
('ECG', 1756478875457142808, [-1179, -1179, -1179, -1179, -1169, -1179, -1191, -1167, -1155, -1181, -1181, -1143, -1114, -1124, -1124, -1100, -1109, -1152, -1162, -1138, -1133, -1136, -1145, -1195, -1234, -1068, -630, -182, -191, -961, -1646, -1373, -1023, -1169, -1198, -1088, -1112, -1131, -1080, -1064, -1064, -1049, -1044, -1032, -1018, -1011, -1008, -1008, -1004, -992, -989, -1006, -1020, -1028, -1042, -1052, -1042, -1040, -1056, -1073, -1078, -1066, -1059, -1064, -1068, -1066, -1064, -1061, -1049, -1037, -1040, -1037, -1020])
('ECG', 1756478876018923238, [-1018, -1030, -1032, -1025, -1020, -1028, -1032, -1008, -985, -987, -989, -975, -970, -992, -1008, -982, -953, -956, -958, -939, -925, -925, -925, -922, -917, -908, -901, -901, -903, -903, -901, -898, -893, -893, -891, -874, -855, -855, -857, -848, -857, -881, -886, -874, -869, -886, -896, -903, -965, -932, -565, -11, 261, -275, -1265, -1409, -901, -850, -973, -853, -802, -862, -843, -795, -802, -805, -774, -766, -778, -757, -730, -726, -726])
('ECG', 1756478876580703668, [-721, -728, -742, -757, -771, -786, -783, -781, -798, -807, -800, -805, -814, -805, -802, -824, -829, -805, -793, -795, -795, -795, -786, -781, -786, -776, -762, -766, -766, -757, -752, -757, -762, -762, -757, -752, -759, -769, -764, -752, -742, -740, -750, -742, -726, -730, -742, -733, -721, -726, -740, -752, -726, -675, -687, -707, -661, -654, -711, -730, -723, -733, -730, -726, -781, -805, -548, -14, 445, 258, -762, -1382, -932])
('ECG', 1756478877142514618, [-635, -805, -752, -632, -685, -707, -649, -635, -647, -620, -594, -596, -587, -563, -556, -553, -556, -568, -575, -575, -591, -603, -599, -611, -637, -647, -651, -671, -678, -673, -673, -675, -683, -690, -673, -659, -663, -661, -635, -623, -630, -639, -647, -651, -647, -627, -620, -630, -630, -620, -632, -656, -654, -637, -637, -644, -637, -632, -639, -647, -637, -618, -615, -635, -647, -623, -596, -615, -639, -613, -568, -560, -563])
('ECG', 1756478877704295048, [-553, -577, -599, -575, -570, -591, -579, -572, -589, -611, -697, -685, -278, 340, 707, 270, -817, -1140, -613, -536, -742, -639, -553, -606, -596, -558, -556, -546, -534, -534, -524, -503, -498, -505, -496, -484, -488, -500, -512, -522, -534, -544, -544, -553, -572, -589, -601, -601, -599, -608, -613, -613, -608, -603, -599, -596, -601, -596, -582, -579, -584, -577, -570, -572, -570, -568, -572, -577, -577, -582, -579, -579, -587])
('ECG', 1756478878266075478, [-584, -572, -575, -582, -575, -563, -572, -589, -577, -558, -560, -565, -551, -546, -558, -563, -546, -527, -517, -515, -508, -498, -510, -534, -541, -536, -534, -532, -524, -560, -642, -551, -79, 539, 776, 64, -1011, -1016, -469, -536, -683, -541, -522, -577, -522, -488, -510, -498, -467, -457, -455, -440, -426, -417, -414, -417, -417, -417, -421, -440, -462, -462, -464, -486, -510, -512, -517, -529, -546, -558, -560, -556, -548])
('ECG', 1756478878827855908, [-551, -563, -556, -534, -532, -544, -539, -527, -529, -529, -512, -512, -529, -520, -517, -532, -517, -508, -532, -539, -527, -529, -536, -529, -529, -536, -532, -527, -524, -527, -532, -532, -539, -546, -529, -512, -500, -488, -503, -524, -505, -488, -520, -544, -520, -493, -500, -551, -587, -577, -484, -107, 486, 742, 14, -1100, -1112, -524, -529, -659, -529, -512, -589, -556, -510, -524, -503, -448, -445, -464, -452, -428, -407])
